"PointID","x","y","z","Density_0","Density_1","Momentum_x","Momentum_y","Momentum_z","Energy","Energy_ve","MassFrac_0","MassFrac_1","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient"
188, 2.321125816595604e-05, 2.659746741042024e-03, 0.000000000000000e+00, 2.128505829116039e-03, 2.050263125674934e-03, 2.066277491996421e-01, 8.371731584098393e-01, 2.711048271035666e-01, 1.121296607224981e+05, 1.267512740188512e+04, 5.093619322206604e-01, 4.906380677793397e-01, 1.654330728341132e+04, 8.948156141584757e+03, 1.070122459857121e+04, 8.752055608857032e-02, 2.090915453066807e+00
4159, 1.295000000000000e+00, 3.301762424406446e-01, 5.821897993122498e-02, 1.411575523268637e-04, 1.265283817938585e-04, 1.193637788539595e+00, 1.858795391756653e-01, 3.413569502526544e-02, 8.071284763877752e+03, 5.275625440597870e+02, 5.273252507291020e-01, 4.726747492708980e-01, 3.037455067555834e+02, 2.596027300235108e+03, 8.665451373730320e+03, 3.417243813246281e+00, 3.593604371538518e-02
4160, 1.295000000000000e+00, 3.339939405931418e-01, 2.922068348825083e-02, 1.418492512852033e-04, 1.411640070477451e-04, 1.218467468005056e+00, 1.920673478713456e-01, 1.680371557209152e-02, 8.555436189171038e+03, 5.173765010172293e+02, 5.012106221480481e-01, 4.987893778519520e-01, 3.305259650988507e+02, 2.625366738571108e+03, 8.385001531074522e+03, 3.244849159222988e+00, 3.932488457361067e-02
4225, 2.321125816595604e-05, 2.619339211627139e-03, 4.618601746375043e-04, 2.128505829115277e-03, 2.050263125677531e-03, 2.066277491973202e-01, 8.715314761994637e-01, -1.216125422600453e-01, 1.121296607225676e+05, 1.267512740187831e+04, 5.093619322202543e-01, 4.906380677797456e-01, 1.654330728340872e+04, 8.948156141576990e+03, 1.070122459857121e+04, 8.752055608853601e-02, 2.090915453066479e+00
4226, 2.321125816595604e-05, 2.649625601692863e-03, 2.318122027361808e-04, 1.874516730456507e-03, 2.022770568061283e-03, 5.531531227831704e-03, 1.430412478574584e+00, 1.251448760423932e-01, 1.058543159791447e+05, 1.071221538352994e+04, 4.809798680147138e-01, 5.190201319852862e-01, 1.481444965644077e+04, 8.431238124975240e+03, 1.018353947671276e+04, 1.517626861987758e-01, 1.872143119552751e+00
4227, 1.161892334304097e+00, 3.094143454328439e-01, 5.455809731805936e-02, 1.424147039739855e-04, 1.288032735098377e-04, 1.204484315229541e+00, 1.875616631009398e-01, 3.452440112388387e-02, 8.172402412684222e+03, 5.315210694144955e+02, 5.250931567855963e-01, 4.749068432144038e-01, 3.079013524405418e+02, 2.593345128364857e+03, 8.643801456235815e+03, 3.401915483851330e+00, 3.646193089316038e-02
4228, 1.043936264910732e+00, 2.910157674742685e-01, 5.131393161729447e-02, 1.452019733298135e-04, 1.334849398744255e-04, 1.228168387942965e+00, 1.912360134420803e-01, 3.535337752398189e-02, 8.387109661318755e+03, 5.405086649770889e+02, 5.210218580425430e-01, 4.789781419574570e-01, 3.171179258339312e+02, 2.592234260021369e+03, 8.604184393864125e+03, 3.370731959846190e+00, 3.762821042758829e-02
4229, 9.394022207746211e-01, 2.747107331487388e-01, 4.843891414432594e-02, 1.483288767640848e-04, 1.381424245856952e-04, 1.253811688707321e+00, 1.952185024388670e-01, 3.622613904280562e-02, 8.610338046401415e+03, 5.505865379954332e+02, 5.177791843901879e-01, 4.822208156098122e-01, 3.274446508007649e+02, 2.598218411044265e+03, 8.569761924515478e+03, 3.339156718051977e+00, 3.893497026906283e-02
4230, 8.467574358675809e-01, 2.602601643366902e-01, 4.589088897617749e-02, 1.518741701628143e-04, 1.428778803451588e-04, 1.282043411309358e+00, 1.996114438723958e-01, 3.715996735100708e-02, 8.847391291662305e+03, 5.621185196684328e+02, 5.152607756284500e-01, 4.847392243715500e-01, 3.391794514484728e+02, 2.611285162655961e+03, 8.540377022960456e+03, 3.306588269699898e+00, 4.041991019758653e-02
4231, 7.646434744745524e-01, 2.474521746508110e-01, 4.363249482592124e-02, 1.559681208551186e-04, 1.478283804802120e-04, 1.313844238188108e+00, 2.045701382335509e-01, 3.817764011424684e-02, 9.106017541300782e+03, 5.756321218056440e+02, 5.133966986767927e-01, 4.866033013232073e-01, 3.528068723044420e+02, 2.632030756515681e+03, 8.515907669119770e+03, 3.272171212852850e+00, 4.214434523140859e-02
4232, 6.918563126672260e-01, 2.360989625797172e-01, 4.163061722008238e-02, 1.606726377735664e-04, 1.530798584228208e-04, 1.349678266002093e+00, 2.101652609929572e-01, 3.929029387890173e-02, 9.390485812083463e+03, 5.913926229399837e+02, 5.120999505068368e-01, 4.879000494931632e-01, 3.686120855736713e+02, 2.660359985299804e+03, 8.496042790904175e+03, 3.235614817112740e+00, 4.414436150496118e-02
4233, 6.273286838930814e-01, 2.260340577843232e-01, 3.985590294639242e-02, 1.659102257700869e-04, 1.586082682748553e-04, 1.388984004242031e+00, 2.163042510850383e-01, 4.048423700852490e-02, 9.697861437529287e+03, 6.091473539196678e+02, 5.112504489408550e-01, 4.887495510591450e-01, 3.864262062003125e+02, 2.694866529491621e+03, 8.480182656366378e+03, 3.197560198509174e+00, 4.639858804056102e-02
4234, 5.701144298160306e-01, 2.171098801697921e-01, 3.828232965231607e-02, 1.714799521126556e-04, 1.642862042183322e-04, 1.430307488214586e+00, 2.227545459496566e-01, 4.172067851875667e-02, 1.001868794805847e+04, 6.281847514276910e+02, 5.107124374489250e-01, 4.892875625510749e-01, 4.056432499141093e+02, 2.733131682020788e+03, 8.467526819370687e+03, 3.159324123652274e+00, 4.883034264598554e-02
4235, 5.193746269475402e-01, 2.091955759421271e-01, 3.688682428344366e-02, 1.771303751219156e-04, 1.699375593183084e-04, 1.471848612825105e+00, 2.292310314159375e-01, 4.295090577711403e-02, 1.034068924403475e+04, 6.476008808330635e+02, 5.103622592147677e-01, 4.896377407852324e-01, 4.254369183872600e+02, 2.772501571209461e+03, 8.457251760724466e+03, 3.122346144466802e+00, 5.133506424545160e-02
4236, 4.743652856452280e-01, 2.021750989198459e-01, 3.564892476697167e-02, 1.826388804185320e-04, 1.754004288380245e-04, 1.512040195397188e+00, 2.354876634403267e-01, 4.413748905484201e-02, 1.065287146971114e+04, 6.665896377265232e+02, 5.101084593135006e-01, 4.898915406864994e-01, 4.450262678028241e+02, 2.810813727386339e+03, 8.448667969251983e+03, 3.087723449634862e+00, 5.381393099353355e-02
4237, 4.344264411113166e-01, 1.959455089673181e-01, 3.455047997959065e-02, 1.878626195807722e-04, 1.805687669749708e-04, 1.549906225665717e+00, 2.413735975422825e-01, 4.526732716883539e-02, 1.094817362728583e+04, 6.846300502296308e+02, 5.098985223191590e-01, 4.901014776808411e-01, 4.638693998352542e+02, 2.846787453169723e+03, 8.441303596750367e+03, 3.056007081872060e+00, 5.619837023314388e-02
4238, 3.989724764339914e-01, 1.904154625999624e-01, 3.357538360045699e-02, 1.927488993182070e-04, 1.854023765516922e-04, 1.585121054694137e+00, 2.468417511810204e-01, 4.634989149279933e-02, 1.122402883658637e+04, 7.015263312943094e+02, 5.097137352632419e-01, 4.902862647367580e-01, 4.817260600962040e+02, 2.880027648252964e+03, 8.434906003018841e+03, 3.027244776676958e+00, 5.845797980024345e-02
4239, 3.674835357799593e-01, 1.855038736292914e-01, 3.270933794677758e-02, 1.973118936488123e-04, 1.899107059769378e-04, 1.617829471859773e+00, 2.519199672768286e-01, 4.740467540771475e-02, 1.148120300174134e+04, 7.173250871586545e+02, 5.095567609935832e-01, 4.904432390064168e-01, 4.985960090057923e+02, 2.910746909294108e+03, 8.429380773741286e+03, 3.001167418289461e+00, 6.059272937802138e-02
4240, 3.394979018312223e-01, 1.811387242090535e-01, 3.193964432916573e-02, 2.015964420622545e-04, 1.940893414929758e-04, 1.648320059209675e+00, 2.566493111407221e-01, 4.844339370665122e-02, 1.172076415024177e+04, 7.321865419320536e+02, 5.094861893973388e-01, 4.905138106026611e-01, 5.145719583929699e+02, 2.939621729315286e+03, 8.425046752690105e+03, 2.977509871603462e+00, 6.261435086553489e-02
4241, 3.146052256976335e-01, 1.772560088490318e-01, 3.125501685278272e-02, 2.056060742672004e-04, 1.980578108570510e-04, 1.676846553924607e+00, 2.610652408040572e-01, 4.946880534810638e-02, 1.194674712759115e+04, 7.461131466052782e+02, 5.093496887984245e-01, 4.906503112015757e-01, 5.297148547038198e+02, 2.966048619648312e+03, 8.420752865169197e+03, 2.955748834656311e+00, 6.453055652087915e-02
4242, 2.924405100365236e-01, 1.737987959127425e-01, 3.064541693406058e-02, 2.093130393659808e-04, 2.019258069500828e-04, 1.703449051651454e+00, 2.651751638626146e-01, 5.047171987667730e-02, 1.216199462229764e+04, 7.589781370724163e+02, 5.089816811836647e-01, 4.910183188163353e-01, 5.439831151388039e+02, 2.989097580431904e+03, 8.415192304982338e+03, 2.935494241080236e+00, 6.633608439191473e-02
4243, 2.726787571548399e-01, 1.707163928379227e-01, 3.010190610655113e-02, 2.127213353256317e-04, 2.056444587376595e-04, 1.728075995319529e+00, 2.689620958578144e-01, 5.143694761071606e-02, 1.236496371300782e+04, 7.707807945298351e+02, 5.084577619494647e-01, 4.915422380505353e-01, 5.573209355230475e+02, 3.009160945841298e+03, 8.408778600132791e+03, 2.916784250145790e+00, 6.802387293154444e-02
4244, 2.550302036197720e-01, 1.679636028395702e-01, 2.961651495761716e-02, 2.158198974581085e-04, 2.091637816785661e-04, 1.750594091952763e+00, 2.723957316280887e-01, 5.235232631135964e-02, 1.255371999758278e+04, 7.814710989393179e+02, 5.078310251737946e-01, 4.921689748262053e-01, 5.696248610973701e+02, 3.026428809910728e+03, 8.401805092103314e+03, 2.899698185002626e+00, 6.958083081360818e-02
4245, 2.392360715037206e-01, 1.655000621966878e-01, 2.918212627420512e-02, 2.185986770900500e-04, 2.124450482041515e-04, 1.770897725307638e+00, 2.754589830331537e-01, 5.321361702187966e-02, 1.272674415096556e+04, 7.910063897525707e+02, 5.071380564485638e-01, 4.928619435514362e-01, 5.808038881513605e+02, 3.041027344500644e+03, 8.394474412407726e+03, 2.884286423471911e+00, 7.099544228702588e-02
4246, 2.250647739647891e-01, 1.632896484054763e-01, 2.879237068428444e-02, 2.210687705672897e-04, 2.154743956583528e-04, 1.789038879720627e+00, 2.781838692587026e-01, 5.402670088416960e-02, 1.288387496963794e+04, 7.994236751890647e+02, 5.064075850245304e-01, 4.935924149754697e-01, 5.908574050428762e+02, 3.053199439669457e+03, 8.386953359050676e+03, 2.870491511994433e+00, 7.226762995364935e-02
4247, 2.123085195258328e-01, 1.612999505208182e-01, 2.844153326376066e-02, 2.232812748357334e-04, 2.182768035204528e-04, 1.805348763687511e+00, 2.806785202692957e-01, 5.481036939187455e-02, 1.302722676198859e+04, 8.069077162969930e+02, 5.056668324741233e-01, 4.943331675258767e-01, 5.999524141854999e+02, 3.063467796561198e+03, 8.379415570979472e+03, 2.858071978168682e+00, 7.341852655868100e-02
4248, 2.007802652611475e-01, 1.595017939197555e-01, 2.812446973945428e-02, 2.253307545612202e-04, 2.209185088785878e-04, 1.820459816957582e+00, 2.831006043830890e-01, 5.559770428576165e-02, 1.316134167060333e+04, 8.138031858336818e+02, 5.049437008014552e-01, 4.950562991985447e-01, 6.084418899068089e+02, 3.072669375161966e+03, 8.372055675339652e+03, 2.846591647962083e+00, 7.449279802261649e-02
4249, 1.903109742158616e-01, 1.578688125186430e-01, 2.783653105944303e-02, 2.273183390172818e-04, 2.234764070073723e-04, 1.835063068883253e+00, 2.855256800086803e-01, 5.642472080019741e-02, 1.329125826257507e+04, 8.204795727993669e+02, 5.042612874748317e-01, 4.957387125251683e-01, 6.167193131639261e+02, 3.081660230901595e+03, 8.365044332708931e+03, 2.835587091099275e+00, 7.554023603786603e-02
4250, 1.807471368440085e-01, 1.563770621714660e-01, 2.757349522475452e-02, 2.292589922481689e-04, 2.259603936061557e-04, 1.849295509522079e+00, 2.877152749446153e-01, 5.729458302875109e-02, 1.341766116589170e+04, 8.269921294339784e+02, 5.036230867407181e-01, 4.963769132592820e-01, 6.248398817953838e+02, 3.090571380693939e+03, 8.358406533469679e+03, 2.824978630642549e+00, 7.656782542478278e-02
4251, 1.719485201225209e-01, 1.550046695806443e-01, 2.733150538286825e-02, 2.309618191400735e-04, 2.282115541275341e-04, 1.861943135414809e+00, 2.889112315271231e-01, 5.812511998044552e-02, 1.353058990637097e+04, 8.326441787333044e+02, 5.029948001916660e-01, 4.970051998083341e-01, 6.320191094683809e+02, 3.097861443550277e+03, 8.351866527134553e+03, 2.815587246516965e+00, 7.747629606247343e-02
4252, 1.637861113367645e-01, 1.537315115723549e-01, 2.710701327530178e-02, 2.319753538402827e-04, 2.298529097965514e-04, 1.870063136641980e+00, 2.879061167239014e-01, 5.872175349047495e-02, 1.360650511436705e+04, 8.357863555443322e+02, 5.022978715367239e-01, 4.977021284632761e-01, 6.363807493327159e+02, 3.099865590935747e+03, 8.344780073745642e+03, 2.809381367001329e+00, 7.802822475583873e-02
4253, 1.561402263876655e-01, 1.525389200336426e-01, 2.689672721006217e-02, 2.317313328084316e-04, 2.304066711443423e-04, 1.869907807907434e+00, 2.836863279613183e-01, 5.884588660956994e-02, 1.361574631274671e+04, 8.343408923883532e+02, 5.014331884120752e-01, 4.985668115879248e-01, 6.355049456156898e+02, 3.091739716745738e+03, 8.336312941287179e+03, 2.808998089639016e+00, 7.791739919109295e-02
4254, 1.488987548828420e-01, 1.514094081848543e-01, 2.669756379609090e-02, 2.300267545832242e-04, 2.297006315532057e-04, 1.860072764455871e+00, 2.769227597069212e-01, 5.845417687934458e-02, 1.354781824601306e+04, 8.275626523622174e+02, 5.003546917584780e-01, 4.996453082415220e-01, 6.283837632726563e+02, 3.070915106323038e+03, 8.326046957360813e+03, 2.815933674784000e+00, 7.701627369975075e-02
4255, 1.419555162797883e-01, 1.503264141737767e-01, 2.650660273199223e-02, 2.280328766052555e-04, 2.287297885430819e-04, 1.848067351654943e+00, 2.726394552832480e-01, 5.818699357119484e-02, 1.346446287087147e+04, 8.197253192987321e+02, 4.992371181020235e-01, 5.007628818979766e-01, 6.196965033180109e+02, 3.045847478380461e+03, 8.315398969611851e+03, 2.825611311045986e+00, 7.591697431125728e-02
4256, 1.352087029775046e-01, 1.492740582318365e-01, 2.632104398611930e-02, 2.301663446303476e-04, 2.312492253812143e-04, 1.862201805168086e+00, 2.846779324013935e-01, 6.022941356193628e-02, 1.359746873102458e+04, 8.269560045211496e+02, 4.988265667423842e-01, 5.011734332576158e-01, 6.281809521957839e+02, 3.055578411646664e+03, 8.310597605141811e+03, 2.815818587814886e+00, 7.699060967059201e-02
4257, 1.285593875278688e-01, 1.482369098315849e-01, 2.613816674015634e-02, 2.450215028609900e-04, 2.459835975998382e-04, 1.960065377648120e+00, 3.399603494836599e-01, 6.926929475599185e-02, 1.444458903401807e+04, 8.800989971713361e+02, 4.990202803006066e-01, 5.009797196993934e-01, 6.901247638461596e+02, 3.154994222970623e+03, 8.310898829996586e+03, 2.750416000117860e+00, 8.482907595613230e-02
4258, 1.218061566492055e-01, 1.470294451445919e-01, 2.592525813758676e-02, 2.765792813420294e-04, 2.774683854272665e-04, 2.164871858438898e+00, 4.559416407914090e-01, 8.812118148002385e-02, 1.625042438628258e+04, 9.932178794616952e+02, 4.991976285267822e-01, 5.008023714732177e-01, 8.240519118947975e+02, 3.338994613529224e+03, 8.311185256077442e+03, 2.635675712242672e+00, 1.017764256062155e-01
4259, 1.151149800788232e-01, 1.455237567133387e-01, 2.565976464261623e-02, 3.189543318084406e-04, 3.197772692646971e-04, 2.425917914458832e+00, 6.205946397094416e-01, 1.145223400040385e-01, 1.866643595128693e+04, 1.145173440521678e+03, 4.993558033962358e-01, 5.006441966037642e-01, 1.013850727565258e+03, 3.563769982983287e+03, 8.311522216713638e+03, 2.505513231363078e+00, 1.257938629906868e-01
4260, 1.084994297085858e-01, 1.437228985658212e-01, 2.534222476278022e-02, 3.657009875180148e-04, 3.664446537555915e-04, 2.693226364963106e+00, 8.142354526612995e-01, 1.450927218116513e-01, 2.131571426578764e+04, 1.312891622651357e+03, 4.994921323056141e-01, 5.005078676943859e-01, 1.238252898438414e+03, 3.797566431478360e+03, 8.312084742309526e+03, 2.380079433317234e+00, 1.541900627712118e-01
4261, 1.019729240357190e-01, 1.416305234306415e-01, 2.497328257268452e-02, 4.168981007803583e-04, 4.175552844935095e-04, 2.961919258775006e+00, 1.037714652448884e+00, 1.798774401126060e-01, 2.419934990475896e+04, 1.496801119630128e+03, 4.996062190382657e-01, 5.003937809617344e-01, 1.501020638531368e+03, 4.039346528588440e+03, 8.313130308262771e+03, 2.259379121901030e+00, 1.874411013619851e-01
4262, 9.554870094571408e-02, 1.392508753280813e-01, 2.455368640761144e-02, 4.725742106566538e-04, 4.731440634825129e-04, 3.226518078259293e+00, 1.291051498699219e+00, 2.187816813235797e-01, 2.731548721432374e+04, 1.697258645607610e+03, 4.996987195650958e-01, 5.003012804349042e-01, 1.805753509034279e+03, 4.287952751374155e+03, 8.315026352307177e+03, 2.143350504443630e+00, 2.260024728354581e-01
4263, 8.923979086157234e-02, 1.365887809618424e-01, 2.408428734565154e-02, 5.326621655609623e-04, 5.330895344371720e-04, 3.480887571914598e+00, 1.573176517324375e+00, 2.616305562195639e-01, 3.065500519966378e+04, 1.914492727899222e+03, 4.997994988531520e-01, 5.002005011468480e-01, 2.155284155798434e+03, 4.541831109546985e+03, 8.318574339739280e+03, 2.032122320183000e+00, 2.702326246040943e-01
4264, 8.305899031385024e-02, 1.336496399289153e-01, 2.356603748143913e-02, 5.969987099117318e-04, 5.972102301620028e-04, 3.718505360976440e+00, 1.881945866752028e+00, 3.080370884700547e-01, 3.420479165248272e+04, 2.148570039397146e+03, 4.999114391781986e-01, 5.000885608218014e-01, 2.551773725807979e+03, 4.799287077551167e+03, 8.324421070053359e+03, 1.925652133779454e+00, 3.204050315691301e-01
4265, 7.701883598511533e-02, 1.304394137674316e-01, 2.299998799499339e-02, 6.653153002107494e-04, 6.652114471232268e-04, 3.932693557397245e+00, 2.214061961368783e+00, 3.574500084428386e-01, 3.794606538994507e+04, 2.399462791947993e+03, 5.000390270574157e-01, 4.999609729425843e-01, 2.996297230943449e+03, 5.058399299740260e+03, 8.333365453663282e+03, 1.823907394889595e+00, 3.766557274062090e-01
4266, 7.113157928145880e-02, 1.269646138647184e-01, 2.238728701958190e-02, 7.369389428355981e-04, 7.372716813519318e-04, 4.116558443248785e+00, 2.564491011286244e+00, 4.090834444873155e-01, 4.186607246812201e+04, 2.665525165859049e+03, 4.998871468869935e-01, 5.001128531130065e-01, 3.487502430829637e+03, 5.313281612543820e+03, 8.343582592328312e+03, 1.726685910665976e+00, 4.388135975147174e-01
4267, 6.540916148264168e-02, 1.232322882500771e-01, 2.172917731293133e-02, 8.109540082989243e-04, 8.141008810942416e-04, 4.263276255481824e+00, 2.926632867795417e+00, 4.619505394010691e-01, 4.596312116407036e+04, 2.943965177992100e+03, 4.990317641527505e-01, 5.009682358472496e-01, 4.023019993222937e+03, 5.557051725753561e+03, 8.351880053120840e+03, 1.633195742152246e+00, 5.065788229068352e-01
4268, 5.986318952127878e-02, 1.192500072990776e-01, 2.102699373650875e-02, 8.866414221395375e-04, 8.956151065036009e-04, 4.366698255108643e+00, 3.292980055475354e+00, 5.148664998584668e-01, 5.021555478483604e+04, 3.233302056520778e+03, 4.974824936197891e-01, 5.025175063802110e-01, 4.600335856092417e+03, 5.788040601552824e+03, 8.358778392220847e+03, 1.542892030363936e+00, 5.796332702623133e-01
4269, 5.450491244018765e-02, 1.150258483783640e-01, 2.028216054798660e-02, 9.632499098557014e-04, 9.816621573994989e-04, 4.421691833039433e+00, 3.654969818458394e+00, 5.664774591099520e-01, 5.459963518244310e+04, 3.531962091309910e+03, 4.952665604132473e-01, 5.047334395867527e-01, 5.215978195967830e+03, 6.004930822854717e+03, 8.364762050750141e+03, 1.455293003516775e+00, 6.575376096384856e-01
4270, 4.934519857565527e-02, 1.105683794621162e-01, 1.949618851238279e-02, 1.039999250060021e-03, 1.071981077390996e-03, 4.424331678532539e+00, 4.003142234055408e+00, 6.153145762197605e-01, 5.908847260724569e+04, 3.838190223170359e+03, 4.924284741398197e-01, 5.075715258601804e-01, 5.865428734265206e+03, 6.206742847316161e+03, 8.370244724245276e+03, 1.369990747990740e+00, 7.397200910347382e-01
4271, 4.439451351290143e-02, 1.058866417533994e-01, 1.867067183773580e-02, 1.116077875096903e-03, 1.166150571554196e-03, 4.372100743784058e+00, 4.327351388383636e+00, 6.600199579527710e-01, 6.365052209511260e+04, 4.149939507123688e+03, 4.890298675991949e-01, 5.109701324008050e-01, 6.542950734718547e+03, 6.392790040034637e+03, 8.375562092410837e+03, 1.286670112304923e+00, 8.254547789199503e-01
4272, 3.966289885845342e-02, 1.009901313456511e-01, 1.780728494152996e-02, 1.190698578318977e-03, 1.263580552559181e-03, 4.264206566477234e+00, 4.617113844796408e+00, 7.001075966841301e-01, 6.825069954504765e+04, 4.464997357693225e+03, 4.851520608794554e-01, 5.148479391205447e-01, 7.241873696841638e+03, 6.562808560455858e+03, 8.381015274229867e+03, 1.205085621544989e+00, 9.138975777860188e-01
4273, 3.515995187248769e-02, 9.588877996150112e-02, 1.690777905442985e-02, 1.264031226577219e-03, 1.364412429042469e-03, 4.101270254014098e+00, 4.864050777503296e+00, 7.337913222745402e-01, 7.289773862997068e+04, 4.784528751786207e+03, 4.809048213282729e-01, 5.190951786717271e-01, 7.963490354568010e+03, 6.719726326602926e+03, 8.387027301729540e+03, 1.124220111559497e+00, 1.005212072195859e+00
4274, 3.089480600245098e-02, 9.059293480799414e-02, 1.597397866821241e-02, 1.337806817797913e-03, 1.469392537980916e-03, 3.894862789852232e+00, 5.071349101818542e+00, 7.591485718885558e-01, 7.766394997921497e+04, 5.116513720883996e+03, 4.765628116307229e-01, 5.234371883692771e-01, 8.710403196769947e+03, 6.862340049606823e+03, 8.395876768423477e+03, 1.045419670762834e+00, 1.099727585139781e+00
4275, 2.687611235744550e-02, 8.511333758907347e-02, 1.500777783510162e-02, 1.410626193644251e-03, 1.574538169430492e-03, 3.673491569470840e+00, 5.249147406445868e+00, 7.818088041359483e-01, 8.242216342303898e+04, 5.458600165505668e+03, 4.725455693807409e-01, 5.274544306192591e-01, 9.440509156763113e+03, 6.975746527550662e+03, 8.411861601246346e+03, 9.757383200163605e-01, 1.192116329064353e+00
4276, 2.311202216095348e-02, 7.946110271789671e-02, 1.401113632601192e-02, 1.481977779200748e-03, 1.680006235488707e-03, 3.415065860607769e+00, 5.382830894947976e+00, 7.970169624820314e-01, 8.714902019927646e+04, 5.808151670688545e+03, 4.686860440520905e-01, 5.313139559479094e-01, 1.016919330636888e+04, 7.076106765666195e+03, 8.432496154153341e+03, 9.089222191713132e-01, 1.284325154890746e+00
4277, 1.961017021749339e-02, 7.364769477317498e-02, 1.298607565549254e-02, 1.549780269043995e-03, 1.783040165283612e-03, 3.124335094843133e+00, 5.454554522624530e+00, 8.035001622163092e-01, 9.171120516494849e+04, 6.157762963043351e+03, 4.650056309909362e-01, 5.349943690090637e-01, 1.088140367857113e+04, 7.166349830417036e+03, 8.457896891866403e+03, 8.439718168590032e-01, 1.374449363298021e+00
4278, 1.637765942674216e-02, 6.768490524526241e-02, 1.193467498143566e-02, 1.614894618455863e-03, 1.883595462818383e-03, 2.807982456393163e+00, 5.459504413147393e+00, 7.988424225074049e-01, 9.612784052227983e+04, 6.512426215612709e+03, 4.615975980894232e-01, 5.384024019105769e-01, 1.158226588085187e+04, 7.250612889557914e+03, 8.489339439611649e+03, 7.798061031100512e-01, 1.463137556630305e+00
4279, 1.342104637653449e-02, 6.158482861916156e-02, 1.085906688786502e-02, 1.679279962768634e-03, 1.982900896265270e-03, 2.472073818512628e+00, 5.391750974000303e+00, 7.789701254443722e-01, 1.004797207903755e+05, 6.882553649643668e+03, 4.585464310497308e-01, 5.414535689502692e-01, 1.228689768664704e+04, 7.333373259341851e+03, 8.528391543664475e+03, 7.148775958939739e-01, 1.552302761455270e+00
4280, 1.074632804396089e-02, 5.535983784295728e-02, 9.761433059358877e-03, 1.740919720536388e-03, 2.077689963682835e-03, 2.122263316125110e+00, 5.240888304477124e+00, 7.409074900403074e-01, 1.046228207051355e+05, 7.262966547668067e+03, 4.559040762220105e-01, 5.440959237779894e-01, 1.297385547590555e+04, 7.413465901108379e+03, 8.576508054968144e+03, 6.492912575582235e-01, 1.639231468734127e+00
4281, 8.358929631539169e-03, 4.902255923143594e-02, 8.643999855880985e-03, 1.797043117373747e-03, 2.163226308538414e-03, 1.767984531112971e+00, 5.003031337174269e+00, 6.867191375318092e-01, 1.083557231273954e+05, 7.646038571387377e+03, 4.537678940770141e-01, 5.462321059229858e-01, 1.361102426464593e+04, 7.488988664882823e+03, 8.636079958605114e+03, 5.839291896501236e-01, 1.719859798436045e+00
4282, 6.263693563131251e-03, 4.258584685579456e-02, 7.509033796995328e-03, 1.848593316128660e-03, 2.238240731497379e-03, 1.421325255914818e+00, 4.681206010283169e+00, 6.160184717696510e-01, 1.116678970215409e+05, 8.042309721754547e+03, 4.523289408344026e-01, 5.476710591655976e-01, 1.419774220304036e+04, 7.562848601549998e+03, 8.711617992998072e+03, 5.186111822213041e-01, 1.794103999054244e+00
4283, 4.464869661926191e-03, 3.606275647138543e-02, 6.358836964624048e-03, 1.896479710272721e-03, 2.300966054519733e-03, 1.092792906420919e+00, 4.275667550398339e+00, 5.286741871294188e-01, 1.145322668256104e+05, 8.465671675941043e+03, 4.518175615704456e-01, 5.481824384295543e-01, 1.473399070575269e+04, 7.639148387945841e+03, 8.809335398944677e+03, 4.527831914127045e-01, 1.861961718771378e+00
4284, 2.966106530410018e-03, 2.946651903637929e-02, 5.195742333673266e-03, 1.941007757294601e-03, 2.347708904029680e-03, 7.925955522808295e-01, 3.785173803914927e+00, 4.239575145721823e-01, 1.168509701889696e+05, 8.933635642184416e+03, 4.525847498387202e-01, 5.474152501612797e-01, 1.521343426066262e+04, 7.723689727896442e+03, 8.939085560781677e+03, 3.858805985294775e-01, 1.922631252028268e+00
